INFO: Running with entropic power schedule (0xFF, 100).
INFO: Seed: 1473116340
INFO: Loaded 1 modules   (512 inline 8-bit counters): 512 [0x1501e0000, 0x1501e0200), 
INFO: Loaded 1 PC tables (512 PCs): 512 [0x13d000000,0x13d002000), 
INFO: -max_len is not provided; libFuzzer will not generate inputs larger than 4096 bytes
INFO: A corpus is not provided, starting from an empty corpus
#2	INITED exec/s: 2 rss: 311Mb
WARNING: no interesting inputs were found so far. Is the code instrumented for coverage?
This may also happen if the target rejected all inputs we tried so far
#7891	NEW    cov: 87 ft: 328 corp: 89/930b lim: 17 exec/s: 2 rss: 351Mb L: 17/17 MS: 4 InsertRepeatedBytes-CrossOver-ChangeBit-ShuffleBytes-
#7978	NEW    cov: 87 ft: 331 corp: 90/947b lim: 17 exec/s: 2 rss: 351Mb L: 17/17 MS: 2 InsertRepeatedBytes-PersAutoDict- DE: "\001\000"-
#8119	REDUCE cov: 87 ft: 331 corp: 90/946b lim: 17 exec/s: 2 rss: 351Mb L: 13/17 MS: 1 EraseBytes-
#8156	REDUCE cov: 87 ft: 334 corp: 91/963b lim: 17 exec/s: 2 rss: 351Mb L: 17/17 MS: 2 ShuffleBytes-InsertRepeatedBytes-
#8157	NEW    cov: 87 ft: 335 corp: 92/978b lim: 17 exec/s: 2 rss: 351Mb L: 15/17 MS: 1 CopyPart-
#8192	pulse  cov: 87 ft: 335 corp: 92/978b lim: 17 exec/s: 2 rss: 351Mb
#8226	NEW    cov: 87 ft: 336 corp: 93/995b lim: 17 exec/s: 2 rss: 351Mb L: 17/17 MS: 4 CrossOver-CrossOver-CrossOver-ChangeByte-
#8522	NEW    cov: 87 ft: 337 corp: 94/1011b lim: 17 exec/s: 2 rss: 351Mb L: 16/17 MS: 1 InsertByte-
#8533	NEW    cov: 87 ft: 342 corp: 95/1028b lim: 17 exec/s: 2 rss: 351Mb L: 17/17 MS: 1 InsertRepeatedBytes-
#8554	NEW    cov: 87 ft: 343 corp: 96/1045b lim: 17 exec/s: 2 rss: 351Mb L: 17/17 MS: 1 CrossOver-
#8695	NEW    cov: 87 ft: 348 corp: 97/1059b lim: 17 exec/s: 2 rss: 351Mb L: 14/17 MS: 1 CrossOver-
#8731	REDUCE cov: 87 ft: 348 corp: 97/1057b lim: 17 exec/s: 2 rss: 351Mb L: 12/17 MS: 1 EraseBytes-
#8753	NEW    cov: 87 ft: 351 corp: 98/1073b lim: 17 exec/s: 2 rss: 351Mb L: 16/17 MS: 2 ChangeBinInt-CopyPart-
#8774	NEW    cov: 87 ft: 352 corp: 99/1088b lim: 17 exec/s: 2 rss: 351Mb L: 15/17 MS: 1 InsertByte-
#8835	NEW    cov: 87 ft: 353 corp: 100/1104b lim: 17 exec/s: 2 rss: 351Mb L: 16/17 MS: 1 InsertByte-
#8861	REDUCE cov: 87 ft: 353 corp: 100/1102b lim: 17 exec/s: 2 rss: 351Mb L: 12/17 MS: 1 EraseBytes-
#8888	NEW    cov: 87 ft: 360 corp: 101/1118b lim: 17 exec/s: 2 rss: 351Mb L: 16/17 MS: 2 EraseBytes-CrossOver-
#9079	NEW    cov: 87 ft: 361 corp: 102/1135b lim: 17 exec/s: 2 rss: 351Mb L: 17/17 MS: 1 CrossOver-
#9176	NEW    cov: 87 ft: 362 corp: 103/1150b lim: 17 exec/s: 2 rss: 351Mb L: 15/17 MS: 2 ShuffleBytes-EraseBytes-
#9387	REDUCE cov: 87 ft: 362 corp: 103/1146b lim: 17 exec/s: 2 rss: 351Mb L: 10/17 MS: 1 EraseBytes-
#9483	NEW    cov: 87 ft: 363 corp: 104/1162b lim: 17 exec/s: 2 rss: 351Mb L: 16/17 MS: 1 InsertRepeatedBytes-
#9719	REDUCE cov: 87 ft: 364 corp: 105/1177b lim: 17 exec/s: 2 rss: 351Mb L: 15/17 MS: 1 InsertRepeatedBytes-
#10161	NEW    cov: 90 ft: 367 corp: 106/1198b lim: 21 exec/s: 2 rss: 351Mb L: 21/21 MS: 2 ShuffleBytes-InsertRepeatedBytes-
#10377	NEW    cov: 90 ft: 368 corp: 107/1213b lim: 21 exec/s: 2 rss: 351Mb L: 15/21 MS: 1 PersAutoDict- DE: "\001\000"-
#10463	NEW    cov: 90 ft: 371 corp: 108/1234b lim: 21 exec/s: 2 rss: 351Mb L: 21/21 MS: 1 InsertRepeatedBytes-
#10536	NEW    cov: 90 ft: 374 corp: 109/1253b lim: 21 exec/s: 2 rss: 351Mb L: 19/21 MS: 3 InsertByte-CopyPart-CrossOver-
#10729	NEW    cov: 90 ft: 379 corp: 110/1272b lim: 21 exec/s: 2 rss: 351Mb L: 19/21 MS: 3 InsertByte-ChangeByte-CopyPart-
#10831	NEW    cov: 91 ft: 382 corp: 111/1293b lim: 21 exec/s: 2 rss: 351Mb L: 21/21 MS: 2 InsertRepeatedBytes-ChangeBit-
#10937	REDUCE cov: 91 ft: 383 corp: 112/1309b lim: 21 exec/s: 2 rss: 351Mb L: 16/21 MS: 1 PersAutoDict- DE: "\377\377\377\377"-
#11028	NEW    cov: 92 ft: 384 corp: 113/1326b lim: 21 exec/s: 2 rss: 351Mb L: 17/21 MS: 1 ChangeASCIIInt-
#11134	NEW    cov: 92 ft: 387 corp: 114/1341b lim: 21 exec/s: 2 rss: 351Mb L: 15/21 MS: 1 ChangeBinInt-
#11294	NEW    cov: 92 ft: 388 corp: 115/1361b lim: 21 exec/s: 2 rss: 351Mb L: 20/21 MS: 5 ChangeByte-InsertByte-InsertByte-ChangeBit-CMP- DE: "\001\000"-
#11399	NEW    cov: 93 ft: 389 corp: 116/1378b lim: 21 exec/s: 2 rss: 351Mb L: 17/21 MS: 5 InsertByte-InsertByte-CrossOver-CopyPart-ChangeBit-
#11600	REDUCE cov: 93 ft: 389 corp: 116/1377b lim: 21 exec/s: 2 rss: 351Mb L: 9/21 MS: 1 EraseBytes-
#11602	REDUCE cov: 93 ft: 389 corp: 116/1375b lim: 21 exec/s: 2 rss: 351Mb L: 12/21 MS: 2 CMP-EraseBytes- DE: "\377\377\377\377"-
#11610	NEW    cov: 93 ft: 396 corp: 117/1393b lim: 21 exec/s: 2 rss: 351Mb L: 18/21 MS: 3 ChangeBit-InsertRepeatedBytes-CopyPart-
