INFO: Running with entropic power schedule (0xFF, 100).
INFO: Seed: 540786762
INFO: Loaded 1 modules   (512 inline 8-bit counters): 512 [0x1380a8000, 0x1380a8200), 
INFO: Loaded 1 PC tables (512 PCs): 512 [0x118280000,0x118282000), 
INFO: -max_len is not provided; libFuzzer will not generate inputs larger than 4096 bytes
INFO: A corpus is not provided, starting from an empty corpus
#2	pulse  exec/s: 0 rss: 188Mb
#2	INITED exec/s: 0 rss: 188Mb
WARNING: no interesting inputs were found so far. Is the code instrumented for coverage?
This may also happen if the target rejected all inputs we tried so far
#4	pulse  corp: 1/1b lim: 4 exec/s: 1 rss: 210Mb
#8	pulse  corp: 1/1b lim: 4 exec/s: 1 rss: 260Mb
#16	pulse  corp: 1/1b lim: 4 exec/s: 1 rss: 274Mb
#4158	NEW    cov: 71 ft: 238 corp: 55/465b lim: 14 exec/s: 2 rss: 336Mb L: 14/14 MS: 4 InsertRepeatedBytes-ChangeBit-InsertByte-CopyPart-
#4170	NEW    cov: 71 ft: 239 corp: 56/479b lim: 14 exec/s: 2 rss: 336Mb L: 14/14 MS: 2 CrossOver-CopyPart-
#4171	REDUCE cov: 71 ft: 239 corp: 56/478b lim: 14 exec/s: 2 rss: 336Mb L: 13/14 MS: 1 EraseBytes-
#4202	NEW    cov: 71 ft: 244 corp: 57/489b lim: 14 exec/s: 2 rss: 336Mb L: 11/14 MS: 1 EraseBytes-
#4305	NEW    cov: 71 ft: 251 corp: 58/502b lim: 14 exec/s: 2 rss: 336Mb L: 13/14 MS: 3 InsertByte-EraseBytes-CopyPart-
#4314	NEW    cov: 71 ft: 252 corp: 59/515b lim: 14 exec/s: 2 rss: 336Mb L: 13/14 MS: 4 ShuffleBytes-InsertByte-CopyPart-ShuffleBytes-
#4370	NEW    cov: 71 ft: 257 corp: 60/527b lim: 14 exec/s: 2 rss: 339Mb L: 12/14 MS: 1 CrossOver-
#4424	NEW    cov: 71 ft: 258 corp: 61/541b lim: 14 exec/s: 2 rss: 348Mb L: 14/14 MS: 4 ChangeBit-CopyPart-CopyPart-CrossOver-
#4509	REDUCE cov: 71 ft: 258 corp: 61/539b lim: 14 exec/s: 2 rss: 348Mb L: 9/14 MS: 5 CrossOver-ChangeByte-PersAutoDict-InsertByte-EraseBytes- DE: "\001\000"-
#4512	NEW    cov: 71 ft: 263 corp: 62/551b lim: 14 exec/s: 2 rss: 348Mb L: 12/14 MS: 3 InsertByte-CopyPart-CopyPart-
#4524	NEW    cov: 71 ft: 266 corp: 63/564b lim: 14 exec/s: 2 rss: 348Mb L: 13/14 MS: 2 ChangeBinInt-ShuffleBytes-
#4598	NEW    cov: 71 ft: 271 corp: 64/575b lim: 14 exec/s: 2 rss: 348Mb L: 11/14 MS: 4 ShuffleBytes-ChangeBinInt-ChangeByte-ChangeASCIIInt-
#4618	NEW    cov: 71 ft: 272 corp: 65/588b lim: 14 exec/s: 2 rss: 348Mb L: 13/14 MS: 5 ShuffleBytes-InsertByte-ShuffleBytes-InsertByte-CrossOver-
#4645	NEW    cov: 71 ft: 275 corp: 66/601b lim: 14 exec/s: 2 rss: 348Mb L: 13/14 MS: 2 CopyPart-PersAutoDict- DE: "\377\377\377\377"-
#4892	NEW    cov: 74 ft: 278 corp: 67/614b lim: 14 exec/s: 2 rss: 348Mb L: 13/14 MS: 2 InsertRepeatedBytes-EraseBytes-
#4948	NEW    cov: 74 ft: 281 corp: 68/627b lim: 14 exec/s: 2 rss: 348Mb L: 13/14 MS: 1 ChangeBinInt-
#4976	NEW    cov: 75 ft: 282 corp: 69/641b lim: 14 exec/s: 2 rss: 348Mb L: 14/14 MS: 3 ShuffleBytes-CopyPart-ChangeBit-
