INFO: Running with entropic power schedule (0xFF, 100).
INFO: Seed: 1440921807
INFO: Loaded 1 modules   (512 inline 8-bit counters): 512 [0x170060000, 0x170060200), 
INFO: Loaded 1 PC tables (512 PCs): 512 [0x106540000,0x106542000), 
INFO: -max_len is not provided; libFuzzer will not generate inputs larger than 4096 bytes
#5996	NEW    cov: 78 ft: 261 corp: 64/603b lim: 14 exec/s: 3 rss: 328Mb L: 14/14 MS: 1 ChangeByte-
#6088	NEW    cov: 78 ft: 270 corp: 65/617b lim: 14 exec/s: 3 rss: 328Mb L: 14/14 MS: 2 ChangeASCIIInt-InsertRepeatedBytes-
#6151	NEW    cov: 83 ft: 275 corp: 66/631b lim: 14 exec/s: 3 rss: 328Mb L: 14/14 MS: 3 ChangeByte-InsertRepeatedBytes-InsertRepeatedBytes-
#6214	NEW    cov: 83 ft: 280 corp: 67/645b lim: 14 exec/s: 3 rss: 328Mb L: 14/14 MS: 3 CopyPart-ChangeBinInt-ChangeByte-
#6215	NEW    cov: 83 ft: 285 corp: 68/657b lim: 14 exec/s: 3 rss: 328Mb L: 12/14 MS: 1 InsertRepeatedBytes-
#6216	NEW    cov: 84 ft: 286 corp: 69/671b lim: 14 exec/s: 3 rss: 328Mb L: 14/14 MS: 1 ShuffleBytes-
#6292	NEW    cov: 84 ft: 293 corp: 70/685b lim: 14 exec/s: 3 rss: 328Mb L: 14/14 MS: 1 CopyPart-
#6394	NEW    cov: 84 ft: 296 corp: 71/699b lim: 14 exec/s: 3 rss: 328Mb L: 14/14 MS: 2 ChangeBit-ChangeBit-
#6420	NEW    cov: 84 ft: 299 corp: 72/713b lim: 14 exec/s: 3 rss: 328Mb L: 14/14 MS: 1 CrossOver-
#6492	NEW    cov: 84 ft: 300 corp: 73/724b lim: 14 exec/s: 3 rss: 328Mb L: 11/14 MS: 2 InsertByte-CopyPart-
#6586	NEW    cov: 84 ft: 305 corp: 74/737b lim: 14 exec/s: 3 rss: 328Mb L: 13/14 MS: 4 ChangeBinInt-CopyPart-EraseBytes-CrossOver-
#6799	NEW    cov: 84 ft: 306 corp: 75/750b lim: 14 exec/s: 2 rss: 328Mb L: 13/14 MS: 3 EraseBytes-ShuffleBytes-CopyPart-
#6836	NEW    cov: 85 ft: 307 corp: 76/764b lim: 14 exec/s: 2 rss: 328Mb L: 14/14 MS: 2 ChangeBinInt-CrossOver-
#6974	NEW    cov: 85 ft: 312 corp: 77/778b lim: 14 exec/s: 2 rss: 328Mb L: 14/14 MS: 3 ChangeBit-ChangeByte-ChangeBit-
#7035	NEW    cov: 85 ft: 313 corp: 78/792b lim: 14 exec/s: 2 rss: 328Mb L: 14/14 MS: 1 ChangeByte-
#7062	NEW    cov: 85 ft: 314 corp: 79/806b lim: 14 exec/s: 2 rss: 328Mb L: 14/14 MS: 2 CopyPart-ChangeBinInt-
#7137	NEW    cov: 85 ft: 315 corp: 80/818b lim: 14 exec/s: 2 rss: 328Mb L: 12/14 MS: 5 ChangeByte-ChangeBit-InsertByte-ChangeBinInt-ChangeBit-
#7223	NEW    cov: 85 ft: 320 corp: 81/831b lim: 14 exec/s: 2 rss: 328Mb L: 13/14 MS: 1 InsertRepeatedBytes-
#7297	REDUCE cov: 85 ft: 320 corp: 81/827b lim: 14 exec/s: 2 rss: 328Mb L: 10/14 MS: 4 CrossOver-CrossOver-ChangeByte-ShuffleBytes-
#7298	NEW    cov: 85 ft: 323 corp: 82/841b lim: 14 exec/s: 2 rss: 328Mb L: 14/14 MS: 1 CrossOver-
#7730	NEW    cov: 85 ft: 330 corp: 83/855b lim: 17 exec/s: 2 rss: 328Mb L: 14/14 MS: 2 ChangeBinInt-CrossOver-
#7757	NEW    cov: 85 ft: 341 corp: 84/871b lim: 17 exec/s: 2 rss: 328Mb L: 16/16 MS: 2 ShuffleBytes-CopyPart-
#7878	NEW    cov: 86 ft: 342 corp: 85/888b lim: 17 exec/s: 2 rss: 328Mb L: 17/17 MS: 1 InsertRepeatedBytes-
#7910	NEW    cov: 86 ft: 343 corp: 86/903b lim: 17 exec/s: 2 rss: 328Mb L: 15/17 MS: 2 ShuffleBytes-CopyPart-
#7912	NEW    cov: 86 ft: 346 corp: 87/917b lim: 17 exec/s: 2 rss: 328Mb L: 14/17 MS: 2 CopyPart-CMP- DE: "\377\377\377\377"-
#7962	NEW    cov: 86 ft: 347 corp: 88/934b lim: 17 exec/s: 2 rss: 328Mb L: 17/17 MS: 5 ChangeBinInt-PersAutoDict-ChangeBit-CopyPart-CrossOver- DE: "\377\377\377\377"-
#8013	NEW    cov: 86 ft: 352 corp: 89/949b lim: 17 exec/s: 2 rss: 328Mb L: 15/17 MS: 1 ChangeBit-
#8024	NEW    cov: 86 ft: 353 corp: 90/965b lim: 17 exec/s: 2 rss: 328Mb L: 16/17 MS: 1 CrossOver-
#8030	NEW    cov: 86 ft: 354 corp: 91/982b lim: 17 exec/s: 2 rss: 328Mb L: 17/17 MS: 1 CrossOver-
#8105	NEW    cov: 86 ft: 359 corp: 92/998b lim: 17 exec/s: 2 rss: 328Mb L: 16/17 MS: 5 ShuffleBytes-ChangeBit-InsertByte-ChangeByte-CopyPart-
#8116	REDUCE cov: 86 ft: 359 corp: 92/994b lim: 17 exec/s: 2 rss: 328Mb L: 13/17 MS: 1 EraseBytes-
#8123	NEW    cov: 86 ft: 360 corp: 93/1008b lim: 17 exec/s: 2 rss: 328Mb L: 14/17 MS: 2 ShuffleBytes-ChangeBit-
#8192	pulse  cov: 86 ft: 360 corp: 93/1008b lim: 17 exec/s: 2 rss: 328Mb
#8244	NEW    cov: 86 ft: 361 corp: 94/1024b lim: 17 exec/s: 2 rss: 328Mb L: 16/17 MS: 1 InsertRepeatedBytes-
#8262	REDUCE cov: 86 ft: 362 corp: 95/1038b lim: 17 exec/s: 2 rss: 328Mb L: 14/17 MS: 3 PersAutoDict-PersAutoDict-ChangeBit- DE: "\377\377\377\377"-"\377\377\377\377"-
#8582	NEW    cov: 86 ft: 363 corp: 96/1052b lim: 17 exec/s: 2 rss: 328Mb L: 14/17 MS: 5 CopyPart-ChangeByte-CMP-ChangeASCIIInt-EraseBytes- DE: "\001\000\000\000"-
#8679	NEW    cov: 86 ft: 364 corp: 97/1069b lim: 17 exec/s: 2 rss: 328Mb L: 17/17 MS: 2 CopyPart-CopyPart-
#8724	NEW    cov: 86 ft: 365 corp: 98/1086b lim: 17 exec/s: 2 rss: 328Mb L: 17/17 MS: 5 CMP-CopyPart-ChangeByte-ChangeBit-ChangeBinInt- DE: "\001\000\000\000"-
#8765	NEW    cov: 86 ft: 366 corp: 99/1101b lim: 17 exec/s: 2 rss: 328Mb L: 15/17 MS: 1 InsertByte-
#8807	NEW    cov: 86 ft: 367 corp: 100/1116b lim: 17 exec/s: 2 rss: 328Mb L: 15/17 MS: 2 InsertByte-CrossOver-
#8829	REDUCE cov: 86 ft: 367 corp: 100/1115b lim: 17 exec/s: 2 rss: 328Mb L: 9/17 MS: 2 InsertByte-EraseBytes-
#8851	NEW    cov: 86 ft: 370 corp: 101/1131b lim: 17 exec/s: 2 rss: 328Mb L: 16/17 MS: 2 ChangeBit-CopyPart-
#9037	REDUCE cov: 86 ft: 370 corp: 101/1130b lim: 17 exec/s: 2 rss: 328Mb L: 12/17 MS: 1 EraseBytes-
#9059	REDUCE cov: 89 ft: 373 corp: 102/1147b lim: 17 exec/s: 2 rss: 328Mb L: 17/17 MS: 2 InsertRepeatedBytes-InsertRepeatedBytes-
#9082	NEW    cov: 89 ft: 374 corp: 103/1161b lim: 17 exec/s: 2 rss: 328Mb L: 14/17 MS: 3 ShuffleBytes-ChangeBit-ChangeByte-
#9260	REDUCE cov: 89 ft: 374 corp: 103/1160b lim: 17 exec/s: 2 rss: 328Mb L: 16/17 MS: 3 ChangeBit-ChangeBinInt-EraseBytes-
#9383	NEW    cov: 89 ft: 375 corp: 104/1175b lim: 17 exec/s: 2 rss: 328Mb L: 15/17 MS: 3 InsertByte-ShuffleBytes-CopyPart-
#9602	REDUCE cov: 89 ft: 375 corp: 104/1174b lim: 17 exec/s: 2 rss: 328Mb L: 13/17 MS: 4 CopyPart-ShuffleBytes-ShuffleBytes-EraseBytes-
#9798	REDUCE cov: 89 ft: 376 corp: 105/1190b lim: 17 exec/s: 2 rss: 328Mb L: 16/17 MS: 1 InsertRepeatedBytes-
#10324	NEW    cov: 89 ft: 380 corp: 106/1210b lim: 21 exec/s: 2 rss: 328Mb L: 20/20 MS: 1 InsertRepeatedBytes-
#10340	NEW    cov: 89 ft: 383 corp: 107/1228b lim: 21 exec/s: 2 rss: 328Mb L: 18/20 MS: 1 InsertRepeatedBytes-
#10365	NEW    cov: 89 ft: 384 corp: 108/1243b lim: 21 exec/s: 2 rss: 328Mb L: 15/20 MS: 5 CopyPart-InsertRepeatedBytes-EraseBytes-ChangeBit-PersAutoDict- DE: "\377\377\377\377"-
#10407	NEW    cov: 89 ft: 387 corp: 109/1262b lim: 21 exec/s: 2 rss: 328Mb L: 19/20 MS: 2 ChangeBit-InsertRepeatedBytes-
#10497	REDUCE cov: 89 ft: 387 corp: 109/1261b lim: 21 exec/s: 2 rss: 328Mb L: 12/20 MS: 5 EraseBytes-EraseBytes-InsertByte-ChangeByte-CMP- DE: "\001\000"-
#10527	NEW    cov: 89 ft: 390 corp: 110/1280b lim: 21 exec/s: 2 rss: 328Mb L: 19/20 MS: 5 PersAutoDict-CopyPart-ChangeASCIIInt-ShuffleBytes-PersAutoDict- DE: "\001\000"-"\377\377\377\377"-
#10563	NEW    cov: 89 ft: 393 corp: 111/1295b lim: 21 exec/s: 2 rss: 328Mb L: 15/20 MS: 1 PersAutoDict- DE: "\377\377\377\377"-
#10598	NEW    cov: 89 ft: 400 corp: 112/1316b lim: 21 exec/s: 2 rss: 328Mb L: 21/21 MS: 5 CrossOver-CrossOver-CopyPart-CopyPart-CrossOver-
#10704	NEW    cov: 89 ft: 403 corp: 113/1337b lim: 21 exec/s: 2 rss: 328Mb L: 21/21 MS: 1 CopyPart-
#11203	NEW    cov: 89 ft: 406 corp: 114/1358b lim: 25 exec/s: 2 rss: 328Mb L: 21/21 MS: 4 CopyPart-InsertRepeatedBytes-EraseBytes-CopyPart-
#11206	NEW    cov: 90 ft: 407 corp: 115/1379b lim: 25 exec/s: 2 rss: 328Mb L: 21/21 MS: 3 ChangeBit-ChangeBit-CrossOver-
#11283	NEW    cov: 91 ft: 408 corp: 116/1403b lim: 25 exec/s: 2 rss: 328Mb L: 24/24 MS: 2 CrossOver-CopyPart-
#11294	NEW    cov: 91 ft: 411 corp: 117/1428b lim: 25 exec/s: 2 rss: 328Mb L: 25/25 MS: 1 CrossOver-
#11295	NEW    cov: 91 ft: 416 corp: 118/1446b lim: 25 exec/s: 2 rss: 328Mb L: 18/25 MS: 1 CrossOver-
#11349	NEW    cov: 92 ft: 417 corp: 119/1467b lim: 25 exec/s: 2 rss: 328Mb L: 21/25 MS: 4 InsertByte-ChangeBinInt-InsertByte-InsertRepeatedBytes-
#11387	REDUCE cov: 92 ft: 418 corp: 120/1491b lim: 25 exec/s: 2 rss: 328Mb L: 24/25 MS: 3 InsertRepeatedBytes-ChangeBit-CrossOver-
#11410	NEW    cov: 92 ft: 419 corp: 121/1515b lim: 25 exec/s: 2 rss: 328Mb L: 24/25 MS: 3 ShuffleBytes-CrossOver-ChangeBinInt-
#11431	NEW    cov: 92 ft: 420 corp: 122/1539b lim: 25 exec/s: 2 rss: 328Mb L: 24/25 MS: 1 ChangeBit-
#11650	NEW    cov: 92 ft: 421 corp: 123/1562b lim: 25 exec/s: 2 rss: 328Mb L: 23/25 MS: 4 ChangeBinInt-ChangeBinInt-ShuffleBytes-CrossOver-
#11861	NEW    cov: 92 ft: 424 corp: 124/1583b lim: 25 exec/s: 2 rss: 328Mb L: 21/25 MS: 1 CrossOver-
#11884	NEW    cov: 92 ft: 425 corp: 125/1608b lim: 25 exec/s: 2 rss: 328Mb L: 25/25 MS: 3 EraseBytes-CopyPart-CrossOver-
#11915	NEW    cov: 92 ft: 428 corp: 126/1632b lim: 25 exec/s: 2 rss: 328Mb L: 24/25 MS: 1 CrossOver-
#12076	NEW    cov: 92 ft: 429 corp: 127/1657b lim: 25 exec/s: 2 rss: 328Mb L: 25/25 MS: 1 CopyPart-
#12113	NEW    cov: 93 ft: 430 corp: 128/1678b lim: 25 exec/s: 2 rss: 328Mb L: 21/25 MS: 2 InsertRepeatedBytes-PersAutoDict- DE: "\377\377\377\377"-
#12229	NEW    cov: 93 ft: 431 corp: 129/1703b lim: 25 exec/s: 2 rss: 328Mb L: 25/25 MS: 1 InsertByte-
#12305	NEW    cov: 94 ft: 434 corp: 130/1728b lim: 25 exec/s: 2 rss: 328Mb L: 25/25 MS: 1 CrossOver-
#12446	NEW    cov: 94 ft: 435 corp: 131/1752b lim: 25 exec/s: 2 rss: 328Mb L: 24/25 MS: 1 ChangeBinInt-
#12610	NEW    cov: 94 ft: 436 corp: 132/1770b lim: 25 exec/s: 2 rss: 328Mb L: 18/25 MS: 4 EraseBytes-CopyPart-ShuffleBytes-CopyPart-
#12667	NEW    cov: 94 ft: 439 corp: 133/1794b lim: 25 exec/s: 2 rss: 328Mb L: 24/25 MS: 2 CopyPart-CMP- DE: "\377\377\377\377\377\377\377\377"-
#12750	NEW    cov: 94 ft: 440 corp: 134/1818b lim: 25 exec/s: 2 rss: 328Mb L: 24/25 MS: 3 ChangeBinInt-ChangeByte-CrossOver-
#12810	REDUCE cov: 94 ft: 440 corp: 134/1816b lim: 25 exec/s: 2 rss: 328Mb L: 12/25 MS: 5 ChangeByte-ShuffleBytes-EraseBytes-ChangeBinInt-ChangeBit-
#12903	NEW    cov: 94 ft: 441 corp: 135/1836b lim: 25 exec/s: 2 rss: 328Mb L: 20/25 MS: 3 CrossOver-EraseBytes-ChangeByte-
#13216	NEW    cov: 94 ft: 442 corp: 136/1861b lim: 25 exec/s: 2 rss: 328Mb L: 25/25 MS: 3 ChangeByte-InsertRepeatedBytes-CrossOver-
#13347	NEW    cov: 94 ft: 443 corp: 137/1883b lim: 25 exec/s: 2 rss: 328Mb L: 22/25 MS: 1 InsertRepeatedBytes-
#13375	NEW    cov: 94 ft: 444 corp: 138/1907b lim: 25 exec/s: 2 rss: 328Mb L: 24/25 MS: 3 ShuffleBytes-EraseBytes-InsertByte-
#13508	NEW    cov: 94 ft: 445 corp: 139/1930b lim: 25 exec/s: 2 rss: 328Mb L: 23/25 MS: 3 CrossOver-ChangeBit-CrossOver-
#13519	REDUCE cov: 94 ft: 445 corp: 139/1928b lim: 25 exec/s: 2 rss: 328Mb L: 12/25 MS: 1 EraseBytes-
#13585	REDUCE cov: 94 ft: 445 corp: 139/1924b lim: 25 exec/s: 2 rss: 328Mb L: 20/25 MS: 1 EraseBytes-
