INFO: Running with entropic power schedule (0xFF, 100).
INFO: Seed: 526472334
INFO: Loaded 1 modules   (512 inline 8-bit counters): 512 [0x118148000, 0x118148200), 
INFO: Loaded 1 PC tables (512 PCs): 512 [0x10e800000,0x10e802000), 
INFO: -max_len is not provided; libFuzzer will not generate inputs larger than 4096 bytes
INFO: A corpus is not provided, starting from an empty corpus
#2	pulse  exec/s: 1 rss: 215Mb
#2	INITED exec/s: 1 rss: 215Mb
WARNING: no interesting inputs were found so far. Is the code instrumented for coverage?
This may also happen if the target rejected all inputs we tried so far
#4	pulse  corp: 1/1b lim: 4 exec/s: 1 rss: 225Mb
#8	pulse  corp: 1/1b lim: 4 exec/s: 1 rss: 274Mb
#16	pulse  corp: 1/1b lim: 4 exec/s: 1 rss: 274Mb
#32	pulse  corp: 1/1b lim: 4 exec/s: 1 rss: 274Mb
#12489	NEW    cov: 93 ft: 425 corp: 132/1691b lim: 21 exec/s: 2 rss: 364Mb L: 19/21 MS: 3 EraseBytes-CrossOver-CrossOver-
#12490	NEW    cov: 93 ft: 428 corp: 133/1712b lim: 21 exec/s: 2 rss: 364Mb L: 21/21 MS: 1 ChangeByte-
#12652	NEW    cov: 93 ft: 433 corp: 134/1732b lim: 21 exec/s: 2 rss: 364Mb L: 20/21 MS: 2 InsertByte-ChangeBit-
#12668	NEW    cov: 93 ft: 436 corp: 135/1753b lim: 21 exec/s: 2 rss: 364Mb L: 21/21 MS: 1 CMP- DE: "\377\377\377\377"-
#12849	NEW    cov: 93 ft: 437 corp: 136/1774b lim: 21 exec/s: 2 rss: 364Mb L: 21/21 MS: 1 ChangeBinInt-
#12929	NEW    cov: 93 ft: 438 corp: 137/1795b lim: 21 exec/s: 2 rss: 364Mb L: 21/21 MS: 5 CopyPart-ChangeBit-ChangeByte-ShuffleBytes-ChangeByte-
#13267	NEW    cov: 93 ft: 441 corp: 138/1815b lim: 21 exec/s: 2 rss: 364Mb L: 20/21 MS: 3 ShuffleBytes-PersAutoDict-PersAutoDict- DE: "\377\377"-"\377\377\377\377"-
#13388	NEW    cov: 93 ft: 442 corp: 139/1835b lim: 21 exec/s: 2 rss: 364Mb L: 20/21 MS: 1 ChangeByte-
#13536	NEW    cov: 93 ft: 443 corp: 140/1856b lim: 21 exec/s: 2 rss: 364Mb L: 21/21 MS: 3 CrossOver-CrossOver-ChangeByte-
#13557	REDUCE cov: 93 ft: 443 corp: 140/1855b lim: 21 exec/s: 2 rss: 364Mb L: 12/21 MS: 1 EraseBytes-
#13683	REDUCE cov: 93 ft: 443 corp: 140/1854b lim: 21 exec/s: 2 rss: 364Mb L: 10/21 MS: 1 EraseBytes-
#14247	NEW    cov: 93 ft: 446 corp: 141/1876b lim: 25 exec/s: 2 rss: 364Mb L: 22/22 MS: 4 ChangeBinInt-InsertRepeatedBytes-ChangeBinInt-CopyPart-
#14528	NEW    cov: 94 ft: 447 corp: 142/1900b lim: 25 exec/s: 2 rss: 364Mb L: 24/24 MS: 1 InsertRepeatedBytes-
#14612	NEW    cov: 94 ft: 456 corp: 143/1921b lim: 25 exec/s: 2 rss: 364Mb L: 21/24 MS: 4 ChangeBit-EraseBytes-EraseBytes-InsertRepeatedBytes-
#14918	NEW    cov: 94 ft: 457 corp: 144/1942b lim: 25 exec/s: 2 rss: 364Mb L: 21/24 MS: 1 ChangeBit-
#15280	REDUCE cov: 94 ft: 458 corp: 145/1967b lim: 25 exec/s: 2 rss: 364Mb L: 25/25 MS: 2 InsertRepeatedBytes-CrossOver-
#15313	NEW    cov: 94 ft: 459 corp: 146/1992b lim: 25 exec/s: 2 rss: 364Mb L: 25/25 MS: 3 InsertRepeatedBytes-ChangeBit-CopyPart-
#15789	NEW    cov: 94 ft: 461 corp: 147/2019b lim: 29 exec/s: 2 rss: 364Mb L: 27/27 MS: 1 CrossOver-
#15816	REDUCE cov: 94 ft: 466 corp: 148/2044b lim: 29 exec/s: 2 rss: 364Mb L: 25/27 MS: 2 ChangeByte-InsertRepeatedBytes-
#15895	REDUCE cov: 94 ft: 467 corp: 149/2066b lim: 29 exec/s: 2 rss: 364Mb L: 22/27 MS: 4 InsertByte-InsertRepeatedBytes-ShuffleBytes-CopyPart-
#16266	NEW    cov: 94 ft: 469 corp: 150/2094b lim: 29 exec/s: 2 rss: 364Mb L: 28/28 MS: 1 CrossOver-
#16384	pulse  cov: 94 ft: 469 corp: 150/2094b lim: 29 exec/s: 2 rss: 364Mb
#16421	REDUCE cov: 94 ft: 470 corp: 151/2120b lim: 29 exec/s: 2 rss: 364Mb L: 26/28 MS: 5 ChangeBit-InsertByte-CopyPart-ChangeBinInt-InsertRepeatedBytes-
#16662	NEW    cov: 94 ft: 475 corp: 152/2143b lim: 29 exec/s: 2 rss: 364Mb L: 23/28 MS: 1 CrossOver-
#16673	NEW    cov: 94 ft: 478 corp: 153/2170b lim: 29 exec/s: 2 rss: 364Mb L: 27/28 MS: 1 CopyPart-
#16693	NEW    cov: 94 ft: 479 corp: 154/2199b lim: 29 exec/s: 2 rss: 364Mb L: 29/29 MS: 5 EraseBytes-ShuffleBytes-CrossOver-ChangeASCIIInt-CopyPart-
#17268	NEW    cov: 94 ft: 480 corp: 155/2225b lim: 33 exec/s: 2 rss: 364Mb L: 26/29 MS: 5 ChangeBinInt-EraseBytes-CopyPart-ShuffleBytes-CrossOver-
#17311	NEW    cov: 94 ft: 482 corp: 156/2257b lim: 33 exec/s: 2 rss: 364Mb L: 32/32 MS: 3 PersAutoDict-ChangeBinInt-InsertRepeatedBytes- DE: "\377\377\377\377"-
#17577	NEW    cov: 94 ft: 489 corp: 157/2290b lim: 33 exec/s: 2 rss: 364Mb L: 33/33 MS: 1 InsertRepeatedBytes-
#17720	NEW    cov: 94 ft: 490 corp: 158/2317b lim: 33 exec/s: 2 rss: 364Mb L: 27/33 MS: 3 PersAutoDict-ChangeBinInt-CrossOver- DE: "\377\377"-
#17876	NEW    cov: 94 ft: 491 corp: 159/2338b lim: 33 exec/s: 2 rss: 364Mb L: 21/33 MS: 1 ChangeByte-
#18024	REDUCE cov: 94 ft: 496 corp: 160/2366b lim: 33 exec/s: 2 rss: 364Mb L: 28/33 MS: 3 PersAutoDict-InsertByte-InsertRepeatedBytes- DE: "\377\377"-
#18045	NEW    cov: 94 ft: 499 corp: 161/2387b lim: 33 exec/s: 2 rss: 364Mb L: 21/33 MS: 1 ChangeASCIIInt-
#18076	NEW    cov: 94 ft: 500 corp: 162/2414b lim: 33 exec/s: 2 rss: 364Mb L: 27/33 MS: 1 CopyPart-
#18120	NEW    cov: 94 ft: 501 corp: 163/2441b lim: 33 exec/s: 2 rss: 364Mb L: 27/33 MS: 4 InsertRepeatedBytes-ShuffleBytes-ChangeBit-ChangeByte-
#18160	NEW    cov: 94 ft: 506 corp: 164/2474b lim: 33 exec/s: 2 rss: 364Mb L: 33/33 MS: 5 EraseBytes-CopyPart-PersAutoDict-ChangeBit-CopyPart- DE: "\377\377"-
#18298	NEW    cov: 94 ft: 509 corp: 165/2506b lim: 33 exec/s: 2 rss: 364Mb L: 32/33 MS: 3 InsertByte-ChangeBit-CrossOver-
#18301	NEW    cov: 94 ft: 511 corp: 166/2539b lim: 33 exec/s: 2 rss: 364Mb L: 33/33 MS: 3 ChangeBinInt-PersAutoDict-ChangeBit- DE: "\000\000\000\000"-
#18497	NEW    cov: 94 ft: 514 corp: 167/2572b lim: 33 exec/s: 2 rss: 364Mb L: 33/33 MS: 1 ChangeBit-
#18531	NEW    cov: 94 ft: 519 corp: 168/2605b lim: 33 exec/s: 2 rss: 364Mb L: 33/33 MS: 4 InsertRepeatedBytes-InsertByte-InsertRepeatedBytes-InsertByte-
#18722	REDUCE cov: 94 ft: 519 corp: 168/2600b lim: 33 exec/s: 2 rss: 364Mb L: 28/33 MS: 1 EraseBytes-
#18745	NEW    cov: 94 ft: 520 corp: 169/2628b lim: 33 exec/s: 2 rss: 364Mb L: 28/33 MS: 3 CopyPart-ChangeBit-PersAutoDict- DE: "\377\377\377\377"-
#18867	NEW    cov: 94 ft: 521 corp: 170/2649b lim: 33 exec/s: 2 rss: 364Mb L: 21/33 MS: 2 ChangeASCIIInt-ChangeByte-
#19187	NEW    cov: 94 ft: 522 corp: 171/2682b lim: 33 exec/s: 2 rss: 364Mb L: 33/33 MS: 5 ChangeBit-InsertRepeatedBytes-CopyPart-ChangeBinInt-CrossOver-
#19405	REDUCE cov: 94 ft: 525 corp: 172/2715b lim: 33 exec/s: 2 rss: 364Mb L: 33/33 MS: 3 InsertByte-PersAutoDict-CopyPart- DE: "\000\000\000\000"-
#19468	NEW    cov: 94 ft: 528 corp: 173/2743b lim: 33 exec/s: 2 rss: 364Mb L: 28/33 MS: 3 ChangeBit-ShuffleBytes-ChangeByte-
#19605	REDUCE cov: 94 ft: 528 corp: 173/2741b lim: 33 exec/s: 2 rss: 364Mb L: 25/33 MS: 2 InsertRepeatedBytes-EraseBytes-
#20076	NEW    cov: 94 ft: 529 corp: 174/2770b lim: 33 exec/s: 2 rss: 373Mb L: 29/33 MS: 1 InsertRepeatedBytes-
#20690	NEW    cov: 94 ft: 530 corp: 175/2801b lim: 38 exec/s: 2 rss: 373Mb L: 31/33 MS: 4 ChangeBit-ShuffleBytes-ChangeByte-PersAutoDict- DE: "\377\377\377\377"-
#20914	NEW    cov: 94 ft: 531 corp: 176/2829b lim: 38 exec/s: 2 rss: 373Mb L: 28/33 MS: 4 ChangeASCIIInt-EraseBytes-ChangeBinInt-CrossOver-
#20965	REDUCE cov: 94 ft: 531 corp: 176/2821b lim: 38 exec/s: 2 rss: 373Mb L: 17/33 MS: 1 EraseBytes-
#21278	NEW    cov: 94 ft: 533 corp: 177/2859b lim: 38 exec/s: 2 rss: 373Mb L: 38/38 MS: 3 PersAutoDict-InsertByte-CrossOver- DE: "\377\377\377\377"-
#21414	NEW    cov: 94 ft: 534 corp: 178/2891b lim: 38 exec/s: 2 rss: 373Mb L: 32/38 MS: 1 InsertRepeatedBytes-
#21930	REDUCE cov: 94 ft: 534 corp: 178/2889b lim: 43 exec/s: 2 rss: 373Mb L: 26/38 MS: 1 EraseBytes-
#22291	NEW    cov: 94 ft: 545 corp: 179/2927b lim: 43 exec/s: 2 rss: 373Mb L: 38/38 MS: 1 InsertRepeatedBytes-
#22512	REDUCE cov: 94 ft: 546 corp: 180/2955b lim: 43 exec/s: 2 rss: 373Mb L: 28/38 MS: 1 CrossOver-
#22573	NEW    cov: 94 ft: 549 corp: 181/2988b lim: 43 exec/s: 2 rss: 373Mb L: 33/38 MS: 1 ChangeByte-
#22669	NEW    cov: 94 ft: 550 corp: 182/3017b lim: 43 exec/s: 2 rss: 373Mb L: 29/38 MS: 1 CMP- DE: "\377\377\377\377\377\377\377\377"-
#22777	REDUCE cov: 94 ft: 551 corp: 183/3052b lim: 43 exec/s: 2 rss: 373Mb L: 35/38 MS: 3 PersAutoDict-CrossOver-CrossOver- DE: "\377\377\377\377"-
#23013	REDUCE cov: 94 ft: 551 corp: 183/3048b lim: 43 exec/s: 2 rss: 373Mb L: 25/38 MS: 1 EraseBytes-
#23557	NEW    cov: 94 ft: 552 corp: 184/3080b lim: 48 exec/s: 2 rss: 373Mb L: 32/38 MS: 4 ChangeByte-ChangeByte-ChangeByte-CopyPart-
#23588	REDUCE cov: 94 ft: 552 corp: 184/3079b lim: 48 exec/s: 2 rss: 373Mb L: 12/38 MS: 1 EraseBytes-
#23700	NEW    cov: 94 ft: 553 corp: 185/3113b lim: 48 exec/s: 2 rss: 373Mb L: 34/38 MS: 2 EraseBytes-InsertRepeatedBytes-
#23771	REDUCE cov: 94 ft: 553 corp: 185/3111b lim: 48 exec/s: 2 rss: 373Mb L: 26/38 MS: 1 EraseBytes-
#23772	REDUCE cov: 94 ft: 553 corp: 185/3110b lim: 48 exec/s: 2 rss: 373Mb L: 27/38 MS: 1 EraseBytes-
#23830	NEW    cov: 94 ft: 554 corp: 186/3144b lim: 48 exec/s: 2 rss: 373Mb L: 34/38 MS: 3 ChangeBit-ShuffleBytes-InsertRepeatedBytes-
#23832	REDUCE cov: 94 ft: 563 corp: 187/3190b lim: 48 exec/s: 2 rss: 373Mb L: 46/46 MS: 2 EraseBytes-InsertRepeatedBytes-
#24028	REDUCE cov: 94 ft: 563 corp: 187/3187b lim: 48 exec/s: 2 rss: 373Mb L: 14/46 MS: 1 EraseBytes-
#24060	NEW    cov: 94 ft: 566 corp: 188/3223b lim: 48 exec/s: 2 rss: 373Mb L: 36/46 MS: 2 CopyPart-InsertByte-
#24191	NEW    cov: 94 ft: 567 corp: 189/3259b lim: 48 exec/s: 2 rss: 373Mb L: 36/46 MS: 1 CrossOver-
#24788	NEW    cov: 94 ft: 570 corp: 190/3309b lim: 53 exec/s: 2 rss: 373Mb L: 50/50 MS: 2 EraseBytes-InsertRepeatedBytes-
#24795	NEW    cov: 94 ft: 571 corp: 191/3333b lim: 53 exec/s: 2 rss: 373Mb L: 24/50 MS: 2 InsertRepeatedBytes-ChangeByte-
#24797	NEW    cov: 94 ft: 572 corp: 192/3370b lim: 53 exec/s: 2 rss: 373Mb L: 37/50 MS: 2 ChangeByte-InsertRepeatedBytes-
#24893	NEW    cov: 94 ft: 573 corp: 193/3404b lim: 53 exec/s: 2 rss: 373Mb L: 34/50 MS: 1 ChangeASCIIInt-
#24929	NEW    cov: 94 ft: 574 corp: 194/3450b lim: 53 exec/s: 2 rss: 373Mb L: 46/50 MS: 1 ChangeByte-
#25061	NEW    cov: 94 ft: 577 corp: 195/3497b lim: 53 exec/s: 2 rss: 373Mb L: 47/50 MS: 2 ShuffleBytes-CrossOver-
#25317	NEW    cov: 94 ft: 578 corp: 196/3531b lim: 53 exec/s: 2 rss: 373Mb L: 34/50 MS: 1 ChangeASCIIInt-
#25397	NEW    cov: 94 ft: 579 corp: 197/3583b lim: 53 exec/s: 2 rss: 373Mb L: 52/52 MS: 5 PersAutoDict-InsertByte-ChangeBit-ChangeByte-ChangeASCIIInt- DE: "\000\000\000\000"-
#25588	REDUCE cov: 94 ft: 579 corp: 197/3582b lim: 53 exec/s: 2 rss: 373Mb L: 25/52 MS: 1 EraseBytes-
#25677	REDUCE cov: 94 ft: 579 corp: 197/3575b lim: 53 exec/s: 2 rss: 373Mb L: 40/52 MS: 4 ChangeBit-ChangeASCIIInt-ShuffleBytes-EraseBytes-
#25773	REDUCE cov: 94 ft: 579 corp: 197/3574b lim: 53 exec/s: 2 rss: 373Mb L: 20/52 MS: 1 EraseBytes-
#26084	REDUCE cov: 94 ft: 579 corp: 197/3573b lim: 53 exec/s: 2 rss: 373Mb L: 19/52 MS: 1 EraseBytes-
#26466	NEW    cov: 94 ft: 580 corp: 198/3610b lim: 53 exec/s: 2 rss: 373Mb L: 37/52 MS: 2 InsertByte-ChangeBinInt-
#26496	NEW    cov: 94 ft: 583 corp: 199/3663b lim: 53 exec/s: 2 rss: 373Mb L: 53/53 MS: 5 PersAutoDict-PersAutoDict-CopyPart-ChangeBit-CrossOver- DE: "\377\377\377\377\377\377\377\377"-"\000\000"-
#26502	REDUCE cov: 94 ft: 583 corp: 199/3661b lim: 53 exec/s: 2 rss: 373Mb L: 44/53 MS: 1 EraseBytes-
#26555	REDUCE cov: 94 ft: 583 corp: 199/3647b lim: 53 exec/s: 2 rss: 373Mb L: 24/53 MS: 3 CopyPart-ChangeBinInt-EraseBytes-
#26596	REDUCE cov: 94 ft: 583 corp: 199/3644b lim: 53 exec/s: 2 rss: 373Mb L: 28/53 MS: 1 EraseBytes-
#26714	NEW    cov: 94 ft: 588 corp: 200/3696b lim: 53 exec/s: 2 rss: 373Mb L: 52/53 MS: 3 ShuffleBytes-CrossOver-InsertRepeatedBytes-
#26739	REDUCE cov: 94 ft: 588 corp: 200/3693b lim: 53 exec/s: 2 rss: 373Mb L: 29/53 MS: 5 InsertRepeatedBytes-ChangeByte-PersAutoDict-InsertRepeatedBytes-EraseBytes- DE: "\377\377"-
#26955	NEW    cov: 94 ft: 589 corp: 201/3730b lim: 53 exec/s: 2 rss: 373Mb L: 37/53 MS: 1 ChangeByte-
#27701	NEW    cov: 94 ft: 590 corp: 202/3775b lim: 58 exec/s: 2 rss: 373Mb L: 45/53 MS: 1 CopyPart-
#27777	NEW    cov: 94 ft: 591 corp: 203/3820b lim: 58 exec/s: 2 rss: 373Mb L: 45/53 MS: 1 PersAutoDict- DE: "\000\000\000\000"-
#27939	NEW    cov: 94 ft: 598 corp: 204/3878b lim: 58 exec/s: 2 rss: 373Mb L: 58/58 MS: 2 CrossOver-InsertRepeatedBytes-
#27940	NEW    cov: 94 ft: 599 corp: 205/3914b lim: 58 exec/s: 2 rss: 373Mb L: 36/58 MS: 1 ChangeBinInt-
#28376	REDUCE cov: 94 ft: 599 corp: 205/3908b lim: 58 exec/s: 2 rss: 373Mb L: 30/58 MS: 1 EraseBytes-
#28392	REDUCE cov: 94 ft: 599 corp: 205/3906b lim: 58 exec/s: 2 rss: 373Mb L: 25/58 MS: 1 EraseBytes-
#28429	REDUCE cov: 94 ft: 599 corp: 205/3903b lim: 58 exec/s: 2 rss: 373Mb L: 29/58 MS: 2 InsertByte-EraseBytes-
#28705	NEW    cov: 94 ft: 604 corp: 206/3959b lim: 58 exec/s: 2 rss: 373Mb L: 56/58 MS: 1 CopyPart-
#29103	REDUCE cov: 94 ft: 604 corp: 206/3951b lim: 58 exec/s: 2 rss: 373Mb L: 45/58 MS: 3 ChangeByte-EraseBytes-CMP- DE: "\001\000\000\000\000\000\000\000"-
#29272	REDUCE cov: 94 ft: 608 corp: 207/4007b lim: 58 exec/s: 2 rss: 373Mb L: 56/58 MS: 4 InsertByte-ChangeBit-ShuffleBytes-CopyPart-
#29658	REDUCE cov: 94 ft: 608 corp: 207/4006b lim: 58 exec/s: 2 rss: 373Mb L: 17/58 MS: 1 EraseBytes-
#29663	NEW    cov: 94 ft: 609 corp: 208/4061b lim: 58 exec/s: 2 rss: 373Mb L: 55/58 MS: 5 ShuffleBytes-CMP-EraseBytes-ChangeBit-InsertRepeatedBytes- DE: "\377\377\377\377\377\377\377\377"-
#30175	REDUCE cov: 94 ft: 610 corp: 209/4101b lim: 63 exec/s: 2 rss: 373Mb L: 40/58 MS: 2 ChangeByte-ShuffleBytes-
#30561	NEW    cov: 94 ft: 611 corp: 210/4157b lim: 63 exec/s: 2 rss: 373Mb L: 56/58 MS: 1 CMP- DE: "\001\000\000\000\000\000\000\000"-
#30770	REDUCE cov: 94 ft: 611 corp: 210/4155b lim: 63 exec/s: 2 rss: 373Mb L: 48/58 MS: 4 ChangeBinInt-CrossOver-CMP-EraseBytes- DE: "\377\377"-
#31031	NEW    cov: 94 ft: 614 corp: 211/4211b lim: 63 exec/s: 2 rss: 373Mb L: 56/58 MS: 1 ChangeASCIIInt-
#31352	NEW    cov: 94 ft: 621 corp: 212/4266b lim: 63 exec/s: 2 rss: 373Mb L: 55/58 MS: 1 CopyPart-
#31449	REDUCE cov: 94 ft: 621 corp: 212/4263b lim: 63 exec/s: 2 rss: 373Mb L: 14/58 MS: 2 PersAutoDict-EraseBytes- DE: "\001\000\000\000\000\000\000\000"-
#32067	NEW    cov: 94 ft: 624 corp: 213/4326b lim: 68 exec/s: 2 rss: 373Mb L: 63/63 MS: 3 CopyPart-PersAutoDict-CrossOver- DE: "\377\377"-
#32104	NEW    cov: 94 ft: 625 corp: 214/4386b lim: 68 exec/s: 2 rss: 373Mb L: 60/63 MS: 2 ChangeByte-CrossOver-
#32144	NEW    cov: 94 ft: 628 corp: 215/4451b lim: 68 exec/s: 2 rss: 373Mb L: 65/65 MS: 5 InsertRepeatedBytes-ChangeBinInt-ChangeBit-ShuffleBytes-InsertRepeatedBytes-
#32400	REDUCE cov: 94 ft: 628 corp: 215/4450b lim: 68 exec/s: 2 rss: 373Mb L: 43/65 MS: 1 EraseBytes-
#32421	REDUCE cov: 94 ft: 628 corp: 215/4441b lim: 68 exec/s: 2 rss: 373Mb L: 46/65 MS: 1 EraseBytes-
#32487	NEW    cov: 94 ft: 631 corp: 216/4499b lim: 68 exec/s: 2 rss: 373Mb L: 58/65 MS: 1 InsertRepeatedBytes-
#32525	REDUCE cov: 94 ft: 631 corp: 216/4497b lim: 68 exec/s: 2 rss: 373Mb L: 32/65 MS: 3 ShuffleBytes-ChangeASCIIInt-EraseBytes-
#32768	pulse  cov: 94 ft: 631 corp: 216/4497b lim: 68 exec/s: 2 rss: 373Mb
#33002	NEW    cov: 94 ft: 634 corp: 217/4553b lim: 68 exec/s: 2 rss: 373Mb L: 56/65 MS: 2 ChangeASCIIInt-ChangeASCIIInt-
#33574	REDUCE cov: 94 ft: 634 corp: 217/4549b lim: 68 exec/s: 2 rss: 373Mb L: 48/65 MS: 2 CrossOver-EraseBytes-
#33625	NEW    cov: 94 ft: 635 corp: 218/4609b lim: 68 exec/s: 2 rss: 373Mb L: 60/65 MS: 1 CrossOver-
#33732	NEW    cov: 94 ft: 636 corp: 219/4671b lim: 68 exec/s: 2 rss: 373Mb L: 62/65 MS: 2 ChangeBinInt-CrossOver-
#33735	REDUCE cov: 94 ft: 637 corp: 220/4739b lim: 68 exec/s: 2 rss: 373Mb L: 68/68 MS: 3 InsertRepeatedBytes-ShuffleBytes-InsertRepeatedBytes-
#33806	REDUCE cov: 94 ft: 637 corp: 220/4736b lim: 68 exec/s: 2 rss: 373Mb L: 30/68 MS: 1 EraseBytes-
#33812	NEW    cov: 94 ft: 638 corp: 221/4794b lim: 68 exec/s: 2 rss: 373Mb L: 58/68 MS: 1 ChangeByte-
#34072	NEW    cov: 94 ft: 639 corp: 222/4857b lim: 68 exec/s: 2 rss: 373Mb L: 63/68 MS: 5 CopyPart-CMP-CrossOver-PersAutoDict-InsertRepeatedBytes- DE: "\001\000\000\000\000\000\000\000"-"\000\000\000\000"-
#34628	NEW    cov: 94 ft: 640 corp: 223/4920b lim: 68 exec/s: 2 rss: 373Mb L: 63/68 MS: 1 CrossOver-
#34909	REDUCE cov: 94 ft: 640 corp: 223/4919b lim: 68 exec/s: 2 rss: 373Mb L: 25/68 MS: 1 EraseBytes-
#35065	NEW    cov: 94 ft: 641 corp: 224/4984b lim: 68 exec/s: 2 rss: 373Mb L: 65/68 MS: 1 InsertRepeatedBytes-
#35076	REDUCE cov: 94 ft: 641 corp: 224/4983b lim: 68 exec/s: 2 rss: 373Mb L: 16/68 MS: 1 EraseBytes-
#35123	REDUCE cov: 94 ft: 641 corp: 224/4976b lim: 68 exec/s: 2 rss: 373Mb L: 56/68 MS: 2 ChangeByte-EraseBytes-
#35369	REDUCE cov: 94 ft: 641 corp: 224/4972b lim: 68 exec/s: 2 rss: 373Mb L: 22/68 MS: 1 EraseBytes-
#35985	NEW    cov: 94 ft: 642 corp: 225/5043b lim: 74 exec/s: 2 rss: 373Mb L: 71/71 MS: 1 CrossOver-
#36207	REDUCE cov: 94 ft: 642 corp: 225/5041b lim: 74 exec/s: 2 rss: 373Mb L: 23/71 MS: 2 CMP-EraseBytes- DE: "\000\000\000\000\000\000\000\000"-
#36448	REDUCE cov: 94 ft: 642 corp: 225/5037b lim: 74 exec/s: 2 rss: 373Mb L: 59/71 MS: 1 EraseBytes-
#36941	NEW    cov: 94 ft: 647 corp: 226/5099b lim: 74 exec/s: 2 rss: 373Mb L: 62/71 MS: 3 ChangeBinInt-InsertByte-CopyPart-
#36972	REDUCE cov: 94 ft: 647 corp: 226/5098b lim: 74 exec/s: 2 rss: 373Mb L: 70/70 MS: 1 EraseBytes-
#37043	REDUCE cov: 94 ft: 647 corp: 226/5095b lim: 74 exec/s: 2 rss: 373Mb L: 22/70 MS: 1 EraseBytes-
#37299	REDUCE cov: 94 ft: 647 corp: 226/5094b lim: 74 exec/s: 2 rss: 373Mb L: 32/70 MS: 1 EraseBytes-
#37436	REDUCE cov: 94 ft: 647 corp: 226/5089b lim: 74 exec/s: 2 rss: 373Mb L: 12/70 MS: 2 InsertByte-EraseBytes-
#37502	REDUCE cov: 94 ft: 650 corp: 227/5159b lim: 74 exec/s: 2 rss: 373Mb L: 70/70 MS: 1 ChangeASCIIInt-
#37509	NEW    cov: 94 ft: 653 corp: 228/5231b lim: 74 exec/s: 2 rss: 373Mb L: 72/72 MS: 2 PersAutoDict-CrossOver- DE: "\377\377\377\377"-
#37609	REDUCE cov: 94 ft: 653 corp: 228/5227b lim: 74 exec/s: 2 rss: 373Mb L: 12/72 MS: 5 CopyPart-EraseBytes-ChangeBit-CopyPart-ShuffleBytes-
#37630	REDUCE cov: 94 ft: 654 corp: 229/5287b lim: 74 exec/s: 2 rss: 373Mb L: 60/72 MS: 1 CrossOver-
#38015	NEW    cov: 94 ft: 655 corp: 230/5358b lim: 74 exec/s: 2 rss: 373Mb L: 71/72 MS: 5 InsertRepeatedBytes-PersAutoDict-ChangeBinInt-PersAutoDict-InsertRepeatedBytes- DE: "\377\377\377\377\377\377\377\377"-"\377\377\377\377\377\377\377\377"-
#38043	NEW    cov: 94 ft: 656 corp: 231/5421b lim: 74 exec/s: 2 rss: 373Mb L: 63/72 MS: 3 ShuffleBytes-CopyPart-ChangeBinInt-
#38816	NEW    cov: 94 ft: 657 corp: 232/5497b lim: 80 exec/s: 2 rss: 373Mb L: 76/76 MS: 3 CopyPart-CopyPart-ChangeBit-
#38988	REDUCE cov: 94 ft: 657 corp: 232/5489b lim: 80 exec/s: 2 rss: 373Mb L: 50/76 MS: 2 ChangeByte-EraseBytes-
#39196	REDUCE cov: 94 ft: 657 corp: 232/5475b lim: 80 exec/s: 2 rss: 373Mb L: 44/76 MS: 3 ChangeByte-CopyPart-EraseBytes-
#39357	REDUCE cov: 94 ft: 657 corp: 232/5469b lim: 80 exec/s: 2 rss: 373Mb L: 49/76 MS: 1 EraseBytes-
#39648	REDUCE cov: 94 ft: 657 corp: 232/5465b lim: 80 exec/s: 2 rss: 373Mb L: 52/76 MS: 1 EraseBytes-
#39892	NEW    cov: 94 ft: 658 corp: 233/5545b lim: 80 exec/s: 2 rss: 373Mb L: 80/80 MS: 4 CMP-CrossOver-ChangeByte-ShuffleBytes- DE: "\377\377\377\377"-
#40293	REDUCE cov: 94 ft: 658 corp: 233/5543b lim: 80 exec/s: 2 rss: 373Mb L: 54/80 MS: 1 EraseBytes-
#40506	REDUCE cov: 94 ft: 658 corp: 233/5539b lim: 80 exec/s: 2 rss: 373Mb L: 44/80 MS: 3 ShuffleBytes-CrossOver-EraseBytes-
#41002	REDUCE cov: 94 ft: 658 corp: 233/5538b lim: 80 exec/s: 2 rss: 373Mb L: 36/80 MS: 1 EraseBytes-
#41791	REDUCE cov: 94 ft: 658 corp: 233/5533b lim: 86 exec/s: 2 rss: 373Mb L: 60/80 MS: 4 CrossOver-CMP-ChangeBit-EraseBytes- DE: "\000\000\000\000"-
#42159	REDUCE cov: 94 ft: 658 corp: 233/5530b lim: 86 exec/s: 2 rss: 373Mb L: 26/80 MS: 3 ChangeBit-ChangeBit-EraseBytes-
#42371	REDUCE cov: 94 ft: 658 corp: 233/5529b lim: 86 exec/s: 2 rss: 373Mb L: 47/80 MS: 2 InsertRepeatedBytes-EraseBytes-
#44237	REDUCE cov: 94 ft: 658 corp: 233/5525b lim: 104 exec/s: 2 rss: 373Mb L: 30/80 MS: 1 EraseBytes-
#44869	REDUCE cov: 94 ft: 658 corp: 233/5522b lim: 110 exec/s: 2 rss: 373Mb L: 32/80 MS: 2 InsertByte-EraseBytes-
#46317	REDUCE cov: 94 ft: 658 corp: 233/5521b lim: 122 exec/s: 2 rss: 373Mb L: 35/80 MS: 3 CrossOver-CopyPart-EraseBytes-
MS: 2 EraseBytes-InsertByte-; base unit: f28c278a81726e1fc698e1d6352f7882ba05c303
